goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,position
0,0,0,52,61.18,15,57.69,25,69.44,14,1,73.31,67,60.36,1035,13,3,14,12,0,0,0,0,10,2,0,0,0,0,93,1,261,7,4,14.29,10,23.81,12,24,5,3,5,2,0,0,1,0,,1,1,0,Séamus Coleman,Everton,76632,48,DF
0,1,0,29,64.44,22,46.81,4,80,17,0,90.81,51,55.43,1284,9,10,2,17,0,0,0,0,12,2,0,0,0,0,60,1,682,2,0,0,30,57.69,13,64,5,0,1,0,1,0,0,0,,1,0,0,Victor Lindelöf,Manchester United,143334,35,DF
1,1,0,68,61.82,58,68.24,5,62.5,39,1,69.01,126,64.62,2462,29,11,6,28,0,0,0,0,26,1,0,0,0,0,175,2,637,16,15,18.29,69,32.86,42,102,22,0,6,1,1,16.67,0,3,,0,0,0,Stephen Ward,Burnley,20752,6,DF
0,3,0,49,51.58,128,59.53,7,100,33,1,77.77,177,57.1,2560,10,21,3,30,0,0,0,0,39,7,0,0,0,0,95,2,899,4,1,25,96,44.04,53,206,24,1,15,1,2,0,0,4,,0,0,0,Michael Keane,Everton,110846,48,DF
1,2,0,82,68.91,10,38.46,25,78.13,36,1,83.25,92,63.45,1714,21,7,13,23,0,0,0,0,29,5,0,0,0,0,204,3,661,18,15,25,28,39.44,34,30,13,0,9,3,2,11.11,0,2,,0,1,0,Kiko Femenía,Watford,53739,24,DF
0,2,0,47,65.28,67,61.47,1,50,33,0,75.88,114,62.98,2065,15,8,4,25,0,0,0,0,34,5,0,0,0,0,78,0,733,1,0,0,110,44.9,39,176,13,1,7,2,2,0,0,0,,0,1,0,Phil Jagielka,Everton,10507,48,DF
0,7,0,91,45.96,45,56.25,23,48.94,51,4,68.37,136,48.92,2381,18,37,22,28,0,0,0,0,43,4,0,0,0,0,181,6,655,39,44,20.95,55,33.54,29,81,26,0,17,3,7,0,0,1,,1,1,0,José Holebas,Watford,16779,24,DF
0,4,0,71,57.26,33,56.9,8,57.14,34,1,71.87,104,57.14,1616,29,25,10,19,0,0,0,0,19,6,0,0,0,0,139,1,488,8,10,21.74,40,31.5,29,60,12,0,5,1,1,0,0,1,,0,0,0,Joel Ward,Crystal Palace,39183,7,DF
0,3,0,42,60.87,33,44.59,8,66.67,23,0,67.37,75,52.45,1183,12,12,3,15,0,0,0,0,11,3,0,0,0,0,67,1,320,7,3,25,44,36.36,23,82,11,1,6,2,1,0,1,1,,1,1,0,Mason Holgate,Everton,781544,48,DF
0,5,0,36,47.37,29,51.79,3,60,17,0,67.46,65,49.24,1125,19,22,9,13,0,0,0,0,12,1,0,0,0,0,84,0,282,5,7,36.84,29,33.33,22,66,7,0,2,2,0,0,0,0,,0,0,0,Phil Bardsley,Burnley,768,6,DF
0,1,1,48,61.54,93,75,4,100,29,0,89.02,141,69.8,2084,17,17,3,27,0,0,0,0,23,1,0,0,0,0,106,0,1184,3,0,0,47,48.96,27,123,11,0,10,3,2,0,0,0,,1,0,0,Gary Cahill,Chelsea,9628,38,DF
1,7,0,54,49.09,57,54.29,5,35.71,34,7,77.14,111,51.63,3071,15,20,20,36,0,0,0,0,52,8,0,0,0,0,275,5,1002,35,35,17.86,98,40.33,44,110,11,0,21,6,6,4.76,2,3,,0,1,1,Aaron Cresswell,West Ham United,43443,37,DF
0,1,0,38,63.33,55,61.11,0,0,28,0,69.45,93,62,1603,11,8,2,20,0,0,0,0,18,0,0,0,0,0,95,0,416,7,3,13.64,39,38.24,23,92,13,0,4,0,1,0,0,0,,1,0,1,Paul Dummett,Newcastle United,185995,39,DF
0,3,0,53,57.61,28,56,15,75,30,0,82.01,81,57.04,2017,8,19,8,25,0,0,0,0,23,0,0,0,0,0,148,0,798,9,7,17.07,63,45.32,38,60,8,0,2,1,0,0,0,0,,0,0,0,Bruno Saltor,Brighton & Hove Albion,27839,30,DF
2,3,0,71,48.63,47,59.49,12,54.55,49,4,80.13,118,52.44,2152,10,32,16,27,0,0,0,0,29,1,0,0,0,0,316,6,1016,19,6,14.29,25,37.31,26,53,19,3,21,7,7,9.52,1,1,,0,0,0,Sead Kolašinac,Arsenal,142148,42,DF
1,3,0,55,66.27,80,52.29,9,81.82,30,0,79.76,135,57.2,2880,17,15,4,32,0,0,0,0,52,8,0,0,0,0,60,1,808,7,2,100,90,48.39,58,191,10,1,8,2,3,12.5,0,0,,0,1,0,Angelo Ogbonna,West Ham United,21164,37,DF
1,3,1,29,48.33,52,55.32,2,100,23,0,80.74,81,52.6,1832,4,25,1,24,0,0,0,0,23,8,0,0,0,0,46,0,591,3,0,0,53,40.15,36,170,9,1,13,3,2,7.69,0,3,,1,2,0,Ashley Williams,Everton,20204,48,DF
0,1,0,29,52.73,28,48.28,7,70,17,0,83.33,57,50.44,869,5,10,6,12,0,0,0,0,14,0,0,0,0,0,54,0,500,2,1,14.29,31,47.69,18,44,9,2,10,3,3,0,0,0,,0,0,0,Calum Chambers,Arsenal,227942,42,DF
0,5,0,107,49.31,53,54.08,10,55.56,71,1,71.63,160,50.79,2720,29,58,19,31,0,0,0,0,46,4,0,0,0,0,184,3,717,14,13,20.31,53,35.33,61,106,27,0,3,1,0,0,0,2,,1,4,0,Erik Pieters,Stoke City,17063,29,DF
2,7,0,66,56.9,54,61.36,10,100,29,2,80.02,120,58.82,2273,27,26,6,28,0,0,0,0,33,5,0,0,0,0,91,1,769,8,2,50,80,48.78,48,126,19,0,10,5,3,20,0,0,,0,1,0,Jonny Evans,West Bromwich Albion,30144,8,DF
0,1,0,54,50,61,62.24,9,60,41,1,74.11,115,55.83,1918,4,12,10,25,0,0,0,0,29,6,0,0,0,0,168,0,664,19,10,14.08,56,41.48,58,70,26,1,11,0,4,0,0,0,,0,0,1,Christian Fuchs,Leicester City,1262,31,DF
0,2,0,98,54.14,44,45.83,17,45.95,49,4,78.87,142,51.26,3136,33,32,21,35,0,0,0,0,36,13,0,0,0,0,415,3,1168,36,25,18.38,40,31.75,44,60,12,4,20,3,7,0,2,1,,0,0,0,Ryan Bertrand,Southampton,20756,45,DF
0,2,0,17,53.13,13,59.09,1,100,13,0,85.21,30,55.56,767,3,7,2,11,0,0,0,0,11,3,0,0,0,0,24,0,288,0,0,0,32,59.26,16,42,6,0,1,0,1,0,0,0,,0,0,0,Aleksandar Dragović,Leicester City,37313,31,DF
1,0,0,76,59.84,46,51.11,13,56.52,48,3,78.74,122,56.22,3004,18,7,16,35,0,0,0,0,44,6,0,0,0,0,371,4,1233,29,12,11.32,59,37.34,31,93,19,0,20,6,6,5,0,0,,0,0,0,Charlie Daniels,Bournemouth,21501,60,DF
2,3,0,39,56.52,41,52.56,4,80,25,1,71.67,80,54.42,1745,13,17,2,20,0,0,0,0,26,4,0,0,0,0,61,2,501,4,0,0,61,36.53,17,140,10,1,11,3,2,18.18,0,0,,0,1,0,Ciaran Clark,Newcastle United,45680,39,DF
0,0,0,13,100,3,37.5,0,0,6,0,80,16,76.19,268,7,0,0,4,0,0,0,0,3,1,0,0,0,0,39,0,108,0,0,0,5,29.41,3,6,0,0,0,0,0,0,0,0,,0,0,0,Connor Roberts,Swansea City,804613,74,DF
2,6,1,57,60.64,45,56.96,17,68,29,0,75.54,102,58.96,1979,11,13,5,22,0,0,0,0,26,7,0,0,0,0,68,0,701,4,2,22.22,46,27.06,41,105,12,2,11,4,3,18.18,0,2,,0,2,0,Jack Stephens,Southampton,134361,45,DF
3,3,0,59,47.58,27,61.36,10,45.45,46,0,75.91,86,51.19,1822,4,14,9,23,0,0,0,0,35,2,0,0,0,0,190,2,583,12,16,23.53,54,44.63,33,53,30,1,24,10,5,12.5,1,1,,0,0,0,Daryl Janmaat,Watford,32213,24,DF
0,0,0,2,22.22,0,0,0,0,2,1,74.07,2,20,76,0,2,1,1,0,0,0,0,1,0,0,0,0,0,6,1,40,2,1,100,3,50,0,3,4,0,0,0,0,0,0,0,,0,0,0,Lasse Sørensen,Stoke City,826063,29,DF
0,4,0,50,53.19,8,61.54,11,37.93,15,1,81.48,58,54.21,801,24,12,8,10,0,0,0,0,12,2,0,0,0,0,104,0,308,10,11,19.3,20,50,9,10,7,1,7,1,3,0,0,0,,0,0,0,Danny Rose,Tottenham Hotspur,16586,33,DF
0,0,0,2,66.67,0,0,0,0,2,0,0,2,66.67,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Reece Oxford,West Ham United,788768,37,DF
0,0,0,19,63.33,3,60,2,100,12,0,77.66,22,62.86,334,5,4,4,5,0,0,0,0,6,0,0,0,0,0,12,0,73,2,0,0,4,30.77,5,11,3,0,4,0,2,0,0,1,,0,0,0,Konstantinos Stafylidis,Stoke City,110850,29,DF
0,0,0,28,62.22,19,52.78,8,72.73,16,0,71.83,47,58.02,672,4,5,3,9,0,0,0,0,10,1,0,0,0,0,24,1,153,4,4,57.14,9,30,15,41,7,0,0,0,0,0,0,0,,0,1,0,Chancel Mbemba,Newcastle United,238612,39,DF
2,5,0,89,44.5,35,37.23,25,54.35,57,3,84.85,124,42.18,3051,7,36,31,35,0,0,0,0,42,2,0,0,0,0,489,8,1563,34,10,15.63,33,44.59,23,71,27,3,29,8,10,6.9,1,4,,1,3,1,Héctor Bellerín,Arsenal,188365,42,DF
1,4,0,19,44.19,49,59.76,7,100,10,0,79.86,68,54.4,1435,3,12,2,17,0,0,0,0,20,6,0,0,0,0,46,1,452,5,0,0,47,43.52,23,97,10,2,19,5,3,5.26,0,2,,1,0,0,Scott Dann,Crystal Palace,20278,7,DF
1,0,0,5,62.5,23,76.67,0,0,2,0,91.5,28,73.68,365,4,2,1,6,0,0,0,0,6,1,0,0,0,0,8,0,226,0,0,0,7,50,6,21,1,0,2,2,0,50,0,0,,1,1,0,Per Mertesacker,Arsenal,369,42,DF
0,7,0,93,56.71,21,52.5,10,38.46,64,1,76.23,114,55.88,2308,20,20,20,29,0,0,0,0,32,8,0,0,0,0,118,2,574,15,23,26.14,37,29.13,27,83,15,0,3,0,1,0,0,0,,0,0,1,Allan Nyom,West Bromwich Albion,128637,8,DF
0,3,0,75,53.57,42,52.5,24,66.67,41,1,74.93,117,53.18,2830,11,22,18,33,0,0,0,0,38,6,0,0,0,0,191,3,759,23,19,25.68,39,30.95,48,83,14,0,9,1,4,0,0,1,,0,0,1,Kieran Gibbs,West Bromwich Albion,24814,8,DF
0,6,0,65,47.79,88,51.76,3,100,54,2,76.7,153,50,3420,9,45,0,38,0,0,0,0,52,6,0,0,0,0,135,1,1198,10,0,0,104,38.24,77,242,26,4,13,3,3,0,0,2,,1,4,0,Zanka,Huddersfield Town,26404,59,DF
0,1,0,12,57.14,13,61.9,2,66.67,9,0,59.52,25,59.52,247,1,4,0,5,0,0,0,0,6,1,0,0,0,0,20,0,50,2,3,30,3,17.65,9,13,5,1,4,0,2,0,0,1,,0,0,0,Sam Byram,West Ham United,254713,37,DF
0,2,0,51,53.68,38,55.07,6,37.5,41,1,68.48,89,54.27,1589,4,17,6,19,0,0,0,0,28,3,0,0,0,0,131,2,402,10,12,26.09,49,35.51,28,73,12,0,3,1,1,0,0,0,,0,0,0,Jonjoe Kenny,Everton,361310,48,DF
0,5,0,171,54.11,23,53.49,83,64.34,58,3,80.53,194,54.04,1871,30,30,37,27,0,0,0,0,23,6,0,0,0,0,161,3,550,18,14,14,28,43.08,26,33,33,0,9,3,3,0,0,2,,0,1,1,Arthur Masuaku,West Ham United,174975,37,DF
0,1,0,139,53.88,69,50.74,24,57.14,92,2,74.83,208,52.79,3033,24,31,28,34,0,0,0,0,43,7,0,0,0,0,322,0,1225,12,9,14.52,72,34.62,61,102,46,0,12,1,7,0,0,0,,0,4,0,Kyle Naughton,Swansea City,32821,74,DF
0,0,0,20,86.96,8,57.14,3,100,15,0,71.6,28,75.68,483,2,3,0,6,0,0,0,0,11,4,0,0,0,0,15,1,116,1,2,13.33,9,28.13,5,19,0,0,1,0,1,0,0,0,,0,0,0,Tom Edwards,Stoke City,869936,29,DF
0,3,0,28,51.85,28,58.33,5,62.5,19,0,84.58,56,54.9,820,5,9,6,12,0,0,0,0,17,0,0,0,0,0,47,0,510,2,0,0,30,46.88,21,39,8,0,1,0,1,0,0,0,,0,2,0,Rob Holding,Arsenal,793228,42,DF
0,1,1,89,57.05,67,52.34,31,60.78,36,2,74,156,54.93,1852,23,13,18,24,0,0,0,0,24,6,0,0,0,0,202,4,666,22,17,20,27,29.67,28,62,17,0,6,1,2,0,0,4,,1,2,1,Ben Chilwell,Leicester City,802695,31,DF
0,0,0,16,66.67,2,66.67,5,62.5,6,1,80.77,18,66.67,279,5,3,2,5,0,0,0,0,4,0,0,0,0,0,25,0,105,1,2,13.33,4,44.44,2,9,0,0,2,2,0,0,0,0,,0,0,0,Emerson Palmieri,Chelsea,155997,38,DF
0,5,0,25,47.17,44,63.77,0,0,11,0,81.79,69,56.56,1454,15,14,3,17,0,0,0,0,20,7,0,0,0,0,38,0,539,4,0,0,54,45,22,101,11,0,5,0,1,0,0,0,,0,0,0,Winston Reid,West Ham United,14120,37,DF
1,6,0,115,58.38,15,34.88,29,65.91,49,3,82.35,130,54.17,2069,39,23,17,27,0,0,0,0,34,4,0,0,0,0,213,1,751,22,10,28.57,31,43.06,31,56,29,0,13,3,1,7.69,0,1,,0,0,0,Adam Smith,Bournemouth,44566,60,DF
0,2,0,66,60,19,46.34,11,61.11,42,0,74.51,85,56.29,1594,13,18,6,21,0,0,0,0,23,6,0,0,0,0,99,0,456,6,4,23.53,32,27.35,31,66,13,0,8,0,2,0,0,0,,0,1,0,Timothy Fosu-Mensah,Crystal Palace,795260,7,DF
0,9,0,136,57.14,58,50.43,7,50,96,1,73.2,194,54.96,3291,34,33,13,37,0,0,0,0,52,10,0,0,0,0,204,0,844,17,13,18.31,53,35.57,61,124,50,0,6,1,1,0,0,1,,0,0,0,Pablo Zabaleta,West Ham United,11796,37,DF
0,3,0,36,59.02,23,65.71,8,44.44,16,0,66.87,59,61.46,949,12,7,3,11,0,0,0,0,10,2,0,0,0,0,32,0,218,4,6,23.08,14,19.72,15,39,5,0,0,0,0,0,0,0,,0,0,0,Charlie Taylor,Burnley,166381,6,DF
0,4,0,53,53,93,61.59,9,75,34,0,81.03,146,58.17,2818,12,31,9,32,0,0,0,0,41,11,0,0,0,0,44,0,739,5,0,0,45,46.39,31,143,6,3,13,3,1,0,0,1,,0,1,0,Wes Morgan,Leicester City,20375,31,DF
0,4,1,46,51.11,13,61.9,15,75,23,1,79.86,59,53.15,995,9,17,10,12,0,0,0,0,13,4,0,0,0,0,101,2,337,7,10,26.32,16,48.48,20,25,13,0,0,0,0,0,0,0,,0,0,0,Marvin Zeegelaar,Watford,74506,24,DF
0,5,0,28,50,45,61.64,0,0,22,0,78.17,73,56.59,1568,9,21,0,21,0,0,0,0,24,5,0,0,0,0,42,1,444,2,0,0,54,47.37,31,89,7,1,8,1,1,0,0,2,,0,1,0,Sebastian Prödl,Watford,15038,24,DF
0,2,0,66,56.41,30,52.63,16,55.17,38,0,70.6,96,55.17,2238,13,16,11,25,0,0,0,0,33,3,0,0,0,0,140,0,545,9,6,11.32,38,29.46,41,71,11,1,4,1,0,0,0,0,,1,0,0,Gaëtan Bong,Brighton & Hove Albion,14193,30,DF
0,3,0,77,50.66,39,43.33,13,56.52,57,1,74.16,116,47.93,1748,8,18,30,24,0,0,0,0,23,7,0,0,0,0,166,2,485,12,3,9.68,27,31.76,24,54,19,1,15,2,3,0,0,0,,0,0,0,Jeffrey Schlupp,Crystal Palace,148710,7,DF
0,3,0,48,48,15,40.54,16,57.14,23,1,66.72,63,45.99,1672,11,17,5,23,0,0,0,0,25,3,0,0,0,0,130,1,411,25,22,22.45,45,37.19,17,38,18,1,8,2,4,0,0,4,,0,0,0,Florent Hadergjonaj,Huddersfield Town,354860,59,DF
0,0,0,1,100,1,33.33,0,0,1,0,100,2,50,10,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,19,0,0,0,1,100,0,2,0,0,0,0,0,0,0,0,,0,0,0,Ethan Ampadu,Chelsea,847097,38,DF
0,1,0,50,52.63,6,30,20,80,25,0,85.26,56,48.7,908,5,10,14,15,0,0,0,0,15,1,0,0,0,0,133,1,457,8,5,25,22,56.41,12,22,17,0,5,0,1,0,1,0,,0,2,0,Ainsley Maitland-Niles,Arsenal,352768,42,DF
0,6,0,15,50,16,69.57,4,100,7,0,81.56,31,58.49,640,4,8,1,9,0,0,0,0,7,1,0,0,0,0,35,0,292,2,0,0,19,31.67,7,54,7,0,5,1,2,0,0,0,,0,2,0,Marcos Rojo,Manchester United,46998,35,DF
0,4,0,59,51.75,90,54.55,2,33.33,45,0,77,149,53.41,2208,16,32,2,28,0,0,0,0,38,5,0,0,0,0,71,0,740,4,0,0,54,38.57,45,129,20,0,10,2,2,0,0,0,,2,2,0,Adrian Mariappa,Watford,10597,24,DF
0,4,0,55,51.4,19,46.34,12,57.14,24,0,65.96,74,50,1308,20,19,9,15,0,0,0,0,17,1,0,0,0,0,46,1,188,14,11,27.5,23,46,12,40,16,0,3,1,2,0,0,1,,0,0,0,Moritz Bauer,Stoke City,157433,29,DF
0,1,0,56,53.85,12,50,5,62.5,43,0,72.54,68,53.13,1594,8,13,8,23,0,0,0,0,23,3,0,0,0,0,91,0,449,6,11,15.07,39,35.78,34,55,24,0,8,2,2,0,0,0,,1,2,1,Chris Löwe,Huddersfield Town,38547,59,DF
0,0,0,28,54.9,14,51.85,1,20,25,0,75.8,42,53.85,1178,2,5,2,14,0,0,0,0,18,0,0,0,0,0,92,0,332,6,5,11.11,40,38.46,12,37,12,0,3,0,2,0,0,0,,0,1,0,Markus Suttner,Brighton & Hove Albion,6948,30,DF
0,1,0,3,50,2,50,1,100,1,0,77.88,5,50,202,1,2,1,4,0,0,0,0,4,1,0,0,0,0,5,0,88,1,1,100,9,37.5,6,13,0,0,1,0,1,0,0,0,,0,1,0,Tyrone Mings,Bournemouth,303638,60,DF
1,1,0,7,50,7,29.17,0,0,6,0,75.27,14,36.84,427,1,3,1,5,0,0,0,0,4,1,0,0,0,0,13,0,137,0,0,0,8,22.86,5,27,3,0,1,1,0,100,0,0,,0,0,0,Jan Bednarek,Southampton,286085,45,DF
0,0,0,11,47.83,14,50,4,100,7,0,90.31,25,49.02,618,0,3,7,11,0,0,0,0,5,2,0,0,0,0,18,0,373,1,0,0,14,48.28,3,28,2,0,2,0,1,0,0,0,,1,0,0,Eliaquim Mangala,Everton,42892,48,DF
0,7,0,65,59.09,18,54.55,9,69.23,38,1,70.71,83,58.04,1908,18,20,9,24,0,0,0,0,28,3,0,0,0,0,158,2,560,15,12,18.75,43,27.56,26,72,13,0,8,2,2,0,0,3,,1,2,0,Tommy Smith,Huddersfield Town,305314,59,DF
0,2,0,55,52.38,39,54.93,14,63.64,34,0,72.33,94,53.41,1524,7,16,11,20,0,0,0,0,26,5,0,0,0,0,63,0,366,6,0,0,28,30.43,36,61,16,0,5,0,1,0,0,0,,0,0,0,Geoff Cameron,Stoke City,48988,29,DF
0,3,0,62,54.39,14,51.85,15,50,39,1,72.21,76,53.9,1115,9,19,11,22,0,0,0,0,20,3,0,0,0,0,122,0,356,10,3,6.52,41,42.27,26,38,7,2,8,2,2,0,0,0,,2,0,0,Scott Malone,Huddersfield Town,49736,59,DF
0,5,0,32,47.06,19,44.19,2,33.33,24,0,76.79,51,45.95,1321,6,20,1,17,0,0,0,0,28,4,0,0,0,0,57,0,387,3,0,0,44,44.44,30,78,11,0,1,0,1,0,0,0,,0,0,0,Kevin Wimmer,Stoke City,141203,29,DF
0,3,0,26,56.52,25,54.35,0,0,20,0,80.06,51,55.43,1246,6,12,0,17,0,0,0,0,24,3,0,0,0,0,34,0,281,3,3,75,27,49.09,21,76,8,0,4,1,1,0,0,1,,1,0,0,Bruno Martins Indi,Stoke City,116947,29,DF
2,8,0,93,43.87,54,48.21,18,72,50,1,77.21,147,45.37,1943,25,38,30,28,0,0,0,0,36,5,0,0,0,0,223,0,820,17,3,50,39,44.32,25,25,49,1,22,8,4,9.09,0,2,,0,0,0,Dan Gosling,Bournemouth,19343,60,DF
1,0,0,6,42.86,16,72.73,0,0,5,0,74.48,22,61.11,440,1,5,0,6,0,0,0,0,8,0,0,0,0,0,5,0,108,0,1,100,13,43.33,9,30,3,0,3,1,0,33.33,0,0,,0,0,0,Molla Wagué,Watford,163383,24,DF
0,1,0,3,25,3,50,0,0,3,0,79.81,6,33.33,174,0,4,2,3,0,0,0,0,1,0,0,0,0,0,28,0,83,1,1,14.29,5,71.43,0,3,1,0,2,1,1,0,0,0,,0,0,0,Nathaniel Clyne,Liverpool,43215,44,DF
0,0,0,4,50,2,66.67,0,0,4,0,72.31,6,54.55,163,0,1,0,3,0,0,0,0,3,0,0,0,0,0,14,0,47,0,0,0,3,33.33,4,7,3,0,2,0,0,0,0,0,,0,0,0,Liam Rosenior,Brighton & Hove Albion,693,30,DF
0,1,0,2,33.33,6,60,0,0,0,0,77.36,8,50,119,2,3,1,4,0,0,0,0,1,1,0,0,0,0,5,0,41,0,0,0,5,38.46,3,13,0,0,1,0,0,0,0,0,,0,0,0,Ramiro Funes Mori,Everton,252313,48,DF
0,2,0,60,49.18,22,53.66,12,50,36,1,75,82,50.31,1759,12,24,11,21,0,0,0,0,28,3,0,0,0,0,99,3,405,11,6,20,24,34.29,18,49,15,0,2,0,0,0,0,2,,0,0,0,Javier Manquillo,Newcastle United,210082,39,DF
0,1,0,25,53.19,27,42.86,2,66.67,19,0,74.05,52,47.27,1194,4,8,1,15,0,0,0,0,16,5,0,0,0,0,27,0,254,2,0,0,27,33.33,9,63,12,0,5,2,2,0,0,0,,1,2,0,Martin Kelly,Crystal Palace,39472,7,DF
0,1,0,3,37.5,10,71.43,0,0,2,0,73.49,13,59.09,199,2,2,0,3,0,0,0,0,5,0,0,0,0,0,7,0,61,0,0,0,11,47.83,1,8,3,1,3,1,1,0,0,0,,0,0,0,Connor Goldson,Brighton & Hove Albion,134364,30,DF
0,0,0,4,80,2,50,1,100,3,0,78.89,6,66.67,180,0,0,0,3,0,0,0,0,7,0,0,0,0,0,7,0,71,0,0,0,8,44.44,1,9,1,0,0,0,0,0,0,0,,0,0,0,Martin Cranie,Huddersfield Town,891,59,DF
1,3,1,23,58.97,27,58.7,2,50,15,0,80.67,50,58.82,798,6,8,1,12,0,0,0,0,14,2,0,0,0,0,46,2,313,3,1,20,37,54.41,12,44,5,0,4,2,0,25,0,0,,1,0,0,Miguel Britos,Watford,33302,24,DF
0,4,0,57,48.72,40,46.51,10,58.82,38,0,74.45,97,47.78,2313,10,21,11,28,0,0,0,0,33,8,0,0,0,0,123,0,673,4,7,30.43,51,32.08,34,94,23,0,3,1,0,0,0,0,,1,0,0,Danny Simpson,Leicester City,30502,31,DF
0,0,0,11,61.11,7,50,3,100,6,0,70.1,18,56.25,228,2,0,5,5,0,0,0,0,8,2,0,0,0,0,11,0,68,0,0,0,5,45.45,7,6,2,0,0,0,0,0,0,1,,0,0,0,Patrice Evra,West Ham United,3063,37,DF
0,0,0,11,64.71,15,60,1,100,8,0,64.8,26,61.9,456,2,2,0,9,0,0,0,0,11,4,0,0,0,0,17,0,81,0,1,100,16,40,11,15,4,0,0,0,0,0,0,0,,0,0,0,Gareth McAuley,West Bromwich Albion,13357,8,DF
