goals,yellowCards,redCards,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,successfulDribbles,successfulDribblesPercentage,tackles,assists,accuratePassesPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,wasFouled,fouls,dispossessed,appearances,saves,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConceded,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,highClaims,successfulRunsOut,punches,runsOut,accurateFinalThirdPasses,bigChancesCreated,accuratePasses,keyPasses,accurateCrosses,accurateCrossesPercentage,accurateLongBalls,accurateLongBallsPercentage,interceptions,clearances,dribbledPast,bigChancesMissed,totalShots,shotsOnTarget,blockedShots,goalConversionPercentage,hitWoodwork,offsides,expectedGoals,errorLeadToGoal,errorLeadToShot,passToAssist,player,team,player id,team id,position
0,3,0,46,51.69,27,58.7,15,60,20,0,75.6,73,54.07,1315,11,8,12,20,0,0,0,0,27,3,0,0,0,0,92,1,344,5,5,15.15,32,47.06,19,51,15,0,6,2,1,0,0,0,,0,2,0,Ezequiel Schelotto,Brighton & Hove Albion,76120,30,DF
0,7,0,69,46,47,58.02,11,40.74,34,1,73.51,116,50.22,3154,25,27,26,36,0,0,0,0,42,8,0,0,0,0,193,0,841,13,23,14.11,46,27.22,31,67,17,1,18,1,5,0,0,2,,0,0,0,Martin Olsson,Swansea City,27247,74,DF
0,3,0,15,40.54,6,85.71,3,75,7,0,66.49,21,47.73,550,5,6,6,9,0,0,0,0,12,2,0,0,0,0,36,0,125,4,2,25,20,44.44,10,22,9,0,2,1,1,0,0,0,,0,0,0,Glen Johnson,Stoke City,1204,29,DF
0,0,0,4,44.44,1,16.67,0,0,4,0,87.37,5,33.33,155,0,1,1,4,0,0,0,0,3,0,0,0,0,0,21,0,83,1,1,16.67,2,25,3,3,2,0,0,0,0,0,0,0,,0,0,0,Àngel Rangel,Swansea City,27463,74,DF
0,0,0,0,0,2,100,0,0,0,0,25,2,100,17,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,33.33,0,4,0,0,0,0,0,0,0,0,,0,0,0,Uwe Hünemeier,Brighton & Hove Albion,8944,30,DF
0,0,0,1,50,0,0,0,0,1,0,80,1,50,72,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,,0,0,0,Jack Simpson,Bournemouth,830250,60,DF
0,0,0,6,66.67,0,0,1,100,5,0,87.65,6,66.67,162,0,0,2,3,0,0,0,0,5,4,0,0,0,0,16,0,71,0,0,0,6,60,1,2,1,0,0,0,0,0,0,0,,0,0,0,Josh Tymon,Stoke City,830238,29,DF
0,1,0,0,0,1,100,0,0,0,0,88.89,1,33.33,32,0,2,0,2,0,0,0,0,1,0,0,0,0,0,1,0,8,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,,0,0,0,Michael Hefele,Huddersfield Town,127532,59,DF
0,0,0,3,100,0,0,1,100,2,0,78.95,3,42.86,95,0,0,0,2,0,0,0,0,5,0,0,0,0,0,2,0,30,0,0,0,3,37.5,3,7,0,0,0,0,0,0,0,0,,0,0,0,Damien Delaney,Crystal Palace,10038,7,DF
0,0,1,4,66.67,4,36.36,1,100,1,0,88.35,8,47.06,195,3,2,0,3,0,0,0,0,3,0,0,0,0,0,6,0,91,0,0,0,6,60,6,11,1,0,0,0,0,0,0,0,,0,1,0,Konstantinos Mavropanos,Arsenal,829022,42,DF
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Axel Tuanzebe,Manchester United,817979,35,DF
0,0,0,0,0,0,0,0,0,0,0,100,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,Massadio Haïdara,Newcastle United,143344,39,DF
12,2,0,253,64.05,8,29.63,165,82.5,6,4,83.44,261,61.85,2432,82,13,77,34,0,0,0,0,25,2,0,0,0,0,743,9,1144,84,12,23.53,100,90.91,3,0,18,5,71,37,18,16.9,0,16,,0,0,0,Eden Hazard,Chelsea,27583,38,FW
21,2,0,82,46.07,10,34.48,56,66.67,9,6,82.8,92,44.44,1969,17,10,43,25,0,0,0,0,10,2,0,0,0,0,255,10,520,40,6,37.5,4,50,6,3,15,13,94,42,20,22.34,3,16,,0,0,0,Sergio Agüero,Manchester City,17094,17,FW
9,5,0,199,50.77,21,32.81,84,70,41,6,73.88,220,48.25,2553,75,31,83,31,0,0,0,0,28,4,0,0,0,0,626,10,1075,82,18,18.56,73,62.93,23,0,48,9,88,35,30,10.23,4,26,,0,0,5,Alexis Sánchez,Manchester United,34120,35,FW
30,5,0,102,40,60,43.48,47,48.96,17,2,71.23,162,41.22,3083,40,34,60,37,0,0,0,0,30,4,0,0,0,0,250,5,468,33,3,15,60,70.59,5,19,11,18,184,76,48,16.3,6,42,,0,0,0,Harry Kane,Tottenham Hotspur,108579,33,FW
18,3,1,140,44.16,8,25,64,53.78,19,11,84.02,148,42.41,2592,58,39,59,33,0,0,0,0,17,6,0,0,0,0,491,11,983,56,7,17.95,8,33.33,9,7,29,12,87,35,19,20.69,4,19,,0,0,1,Raheem Sterling,Manchester City,138534,17,FW
10,0,0,24,52.17,8,22.22,11,78.57,5,4,69.4,32,39.02,1058,8,1,12,13,0,0,0,0,15,0,0,0,0,0,89,1,220,14,2,12.5,5,38.46,3,7,6,6,31,19,7,32.26,0,10,,0,0,1,Pierre-Emerick Aubameyang,Arsenal,51498,42,FW
6,1,0,125,58.14,10,40,67,68.37,22,7,80.19,135,56.25,1883,36,10,34,36,0,0,0,0,17,2,0,0,0,0,427,8,741,62,22,22.22,39,62.9,10,9,16,3,54,25,14,11.11,2,5,,0,0,0,Willian,Chelsea,31417,38,FW
11,5,1,106,48.62,22,35.48,56,70,21,6,71.49,128,45.71,2322,29,35,42,31,0,0,0,0,41,7,0,0,0,0,245,8,489,35,8,13.11,10,31.25,13,32,12,8,71,33,17,15.49,5,43,,0,0,0,Marko Arnautović,West Ham United,21927,37,FW
16,4,0,57,34.55,109,52.15,35,61.4,7,7,68.38,166,44.39,2869,16,31,48,34,0,0,0,0,24,2,0,0,0,0,232,9,493,34,9,25,19,76,3,21,13,11,86,43,18,18.6,1,18,,1,1,1,Romelu Lukaku,Manchester United,78893,35,FW
2,3,0,189,52.5,4,23.53,84,69.42,60,7,78.59,193,51.19,3129,46,10,73,36,0,0,0,0,36,12,0,0,0,0,399,14,804,68,45,25.42,33,42.31,35,21,51,2,62,14,21,3.23,0,6,,0,0,2,Andros Townsend,Crystal Palace,47992,7,FW
14,1,0,85,43.15,29,32.22,33,73.33,24,4,76.73,114,39.72,2211,28,28,50,32,0,0,0,0,26,2,0,0,0,0,297,5,554,37,4,25,8,47.06,7,4,23,13,68,35,17,20.59,2,23,,0,0,1,Alexandre Lacazette,Arsenal,50070,42,FW
0,0,0,3,100,0,0,2,100,1,0,66.67,3,75,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,1,100,0,1,0,0,0,0,0,0,0,0,,0,0,0,Sullay Kaikai,Crystal Palace,536318,7,FW
20,3,0,65,44.52,76,38,24,42.11,15,1,60.48,141,40.75,3255,27,29,13,37,0,0,0,0,46,11,0,0,0,0,138,5,280,32,9,23.08,13,56.52,2,17,7,7,71,35,12,28.17,0,44,,0,0,0,Jamie Vardy,Leicester City,173827,31,FW
13,6,0,65,44.52,21,31.82,24,64.86,23,3,79.7,86,40.57,1671,18,28,26,29,0,0,0,0,8,4,0,0,0,0,190,4,471,21,0,0,11,73.33,8,6,19,13,56,33,9,23.21,3,15,,0,0,2,Gabriel Jesus,Manchester City,794839,17,FW
11,7,0,89,37.87,54,47.79,32,54.24,13,6,73.26,143,41.09,2067,44,41,62,31,0,0,0,0,18,1,0,0,0,0,206,4,422,35,1,5.26,25,67.57,6,20,20,17,79,34,16,13.92,1,29,,0,0,0,Álvaro Morata,Chelsea,125407,38,FW
4,1,0,71,52.99,0,0,33,64.71,20,2,83.18,71,46.71,1523,18,9,26,31,0,0,0,0,14,0,0,0,0,0,219,0,544,26,8,17.39,29,63.04,13,6,13,2,56,20,12,7.14,1,15,,0,1,0,Pedro,Chelsea,35428,38,FW
8,2,0,94,48.96,5,16.13,28,53.85,30,5,87.77,99,44.39,1823,36,34,19,33,0,0,0,0,16,2,0,0,0,0,335,4,818,26,8,17.39,19,79.17,9,10,22,7,56,23,15,14.29,3,4,,0,0,0,Jesse Lingard,Manchester United,205508,35,FW
6,4,0,149,50.34,8,15.69,54,85.71,45,3,74.8,157,45.24,2810,52,46,69,36,0,0,0,0,37,6,0,0,0,0,417,8,831,60,28,23.33,34,48.57,19,18,24,4,40,16,10,15,0,10,,1,0,1,Dušan Tadić,Southampton,38560,45,FW
5,0,0,21,29.58,31,31.63,4,50,6,0,70.34,52,30.77,991,11,25,12,14,0,0,0,0,12,1,0,0,0,0,98,2,185,15,2,28.57,8,80,2,11,10,2,19,8,3,26.32,0,9,,0,0,0,Cenk Tosun,Everton,72127,48,FW
12,0,0,100,41.84,3,18.75,58,57.43,17,6,85.15,103,40.39,2309,26,15,57,37,0,0,0,0,17,1,0,0,0,0,417,9,780,41,4,7.84,14,53.85,10,9,26,8,75,33,19,16,2,25,,0,0,2,Heung-min Son,Tottenham Hotspur,111505,33,FW
0,0,0,19,44.19,20,48.78,11,91.67,6,0,60.75,39,46.43,360,2,6,9,4,0,0,0,0,6,3,0,0,0,0,31,0,65,6,0,0,3,42.86,2,5,8,1,7,3,1,0,1,3,,0,0,0,Alexander Sørloth,Crystal Palace,309078,7,FW
5,3,0,127,47.04,60,44.78,61,57.01,42,5,73.01,187,46.29,2247,24,21,55,30,0,0,0,0,39,6,0,0,0,0,176,5,468,20,4,11.43,17,51.52,23,25,23,4,60,20,15,8.33,1,14,,0,1,0,Eric Maxim Choupo-Moting,Stoke City,21626,29,FW
2,0,0,23,60.53,3,33.33,13,81.25,0,1,79.11,26,55.32,547,10,1,11,15,0,0,0,0,6,2,0,0,0,0,65,1,125,16,1,25,5,100,0,1,1,1,24,8,7,8.33,0,3,,0,0,0,Daniel Sturridge,West Bromwich Albion,20963,8,FW
7,2,0,37,25.87,146,52.14,13,68.42,11,1,62.33,183,43.26,1858,16,28,59,28,0,0,0,0,28,4,0,0,0,0,127,2,326,17,0,0,9,81.82,7,29,19,2,49,21,5,14.29,2,23,,0,0,0,Steve Mounié,Huddersfield Town,345035,59,FW
4,1,0,31,46.27,38,59.38,5,71.43,15,0,85.24,69,52.67,612,12,13,13,16,0,0,0,0,1,0,0,0,0,0,61,0,335,5,0,0,11,61.11,14,18,9,1,10,7,1,40,1,3,,0,1,0,Marouane Fellaini,Manchester United,21764,35,FW
10,1,0,29,31.52,83,44.62,6,60,7,1,60.1,112,40.29,1633,16,18,35,24,0,0,0,0,10,1,0,0,0,0,106,0,250,11,0,0,4,57.14,0,16,10,4,39,24,5,25.64,1,26,,0,0,0,Chris Wood,Burnley,50480,6,FW
8,3,0,82,53.25,14,29.17,22,66.67,11,0,73.46,96,47.52,1543,49,15,38,28,0,0,0,0,31,5,0,0,0,0,110,1,274,21,6,33.33,19,76,6,1,11,3,29,16,1,27.59,2,14,,0,0,0,Javier Hernández,West Ham United,34312,37,FW
1,0,0,27,48.21,0,0,17,62.96,5,0,74.65,27,43.55,438,5,3,7,7,0,0,0,0,2,1,0,0,0,0,48,0,106,11,3,20,4,100,4,2,9,0,8,4,1,12.5,0,1,,0,1,0,Gerard Deulofeu,Watford,96372,24,FW
0,0,0,4,50,0,0,1,100,0,0,88,4,50,72,3,1,2,1,0,0,0,0,1,0,0,0,0,0,6,0,22,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,,0,0,0,Bojan Krkić,Stoke City,25929,29,FW
10,5,0,55,28.8,25,42.37,9,39.13,28,2,77.78,80,32,2282,18,35,57,31,0,0,0,0,28,5,0,0,0,0,264,3,903,35,22,35.48,104,56.52,17,36,32,5,45,17,8,22.22,1,8,,0,2,1,Wayne Rooney,Everton,751,48,FW
5,4,0,18,21.69,241,64.78,5,71.43,2,2,58.83,259,56.92,1555,11,40,22,31,0,0,0,0,26,1,0,0,0,0,132,5,373,21,2,66.67,3,42.86,1,31,12,3,23,9,1,21.74,2,14,,0,0,0,Peter Crouch,Stoke City,917,29,FW
8,3,0,153,39.74,68,45.64,62,42.76,36,3,73,221,41.39,2453,56,45,82,33,0,0,0,0,34,5,0,0,0,0,222,8,503,38,10,29.41,14,50,4,14,23,1,51,21,15,15.69,1,4,,0,1,0,Joshua King,Bournemouth,100621,60,FW
7,0,0,21,37.5,69,61.61,3,37.5,9,1,66.04,90,53.57,984,9,13,13,29,0,0,0,0,11,0,0,0,0,0,127,5,247,20,1,33.33,5,38.46,2,9,7,9,47,15,12,14.89,3,5,,0,0,0,Olivier Giroud,Chelsea,39070,38,FW
7,4,0,112,36.84,165,44.59,45,60.81,14,3,66.83,277,41.1,2771,55,42,105,36,0,0,0,0,40,8,0,0,0,0,224,3,556,23,3,8.57,15,50,15,20,21,9,79,29,11,8.86,2,28,,0,0,0,Salomón Rondón,West Bromwich Albion,35532,8,FW
8,2,0,45,35.16,34,33.33,20,55.56,10,2,62.4,79,34.35,1081,15,31,24,22,0,0,0,0,18,5,0,0,0,0,94,3,156,11,1,14.29,2,33.33,2,6,15,7,37,18,7,21.62,3,20,,0,0,0,Oumar Niasse,Everton,226780,48,FW
8,3,0,123,41.28,43,32.82,32,50.79,39,5,71.31,166,38.69,2494,53,36,70,36,0,0,0,0,26,2,0,0,0,0,203,7,512,37,3,13.64,12,36.36,24,24,42,5,60,23,10,13.33,1,14,,0,0,1,Ayoze Pérez,Newcastle United,345195,39,FW
3,2,0,31,36.9,6,25,13,72.22,9,3,80.08,37,34.26,824,9,17,15,21,0,0,0,0,14,3,0,0,0,0,85,5,197,11,0,0,6,54.55,3,4,17,5,29,11,9,10.34,2,4,,0,0,0,Kelechi Iheanacho,Leicester City,359642,31,FW
3,6,0,47,33.33,242,56.67,16,61.54,10,5,56.4,289,50.88,2236,27,48,32,31,0,0,0,0,30,6,0,0,0,0,149,3,379,28,0,0,13,59.09,3,43,15,20,60,21,11,5,0,12,,0,0,0,Christian Benteke,Crystal Palace,45970,7,FW
3,5,1,24,40,76,58.91,9,69.23,3,0,61.29,100,52.91,746,14,28,10,16,0,0,0,0,11,1,0,0,0,0,56,1,152,7,3,30,10,52.63,2,15,1,0,28,8,9,10.71,1,6,,0,0,0,Andy Carroll,West Ham United,18998,37,FW
4,3,0,16,33.33,123,55.66,1,100,3,1,49.43,139,51.67,980,16,20,16,30,0,0,0,0,15,1,0,0,0,0,60,2,131,8,0,0,2,40,3,14,3,3,33,8,5,12.12,1,12,,0,0,0,Sam Vokes,Burnley,19633,6,FW
12,9,0,73,38.02,117,43.82,7,29.17,18,0,55.12,190,41.39,2196,50,60,35,35,0,0,0,0,34,2,0,0,0,0,124,2,366,17,0,0,3,20,5,27,16,9,53,25,7,22.64,0,35,,0,0,0,Glenn Murray,Brighton & Hove Albion,20097,30,FW
5,4,0,205,51.38,120,42.55,47,47.47,64,4,63.93,325,47.72,2827,95,37,80,38,0,0,0,0,48,6,0,0,0,0,236,6,514,26,6,11.76,8,29.63,24,29,29,13,95,22,26,5.26,2,21,,0,1,0,Richarlison,Watford,840217,24,FW
4,2,0,51,39.23,145,54.31,7,41.18,22,1,62.9,196,49.37,1716,23,30,19,30,0,0,0,0,21,4,0,0,0,0,130,1,373,16,2,33.33,9,47.37,11,35,27,8,47,17,8,8.51,1,3,,0,0,0,Joselu,Newcastle United,69418,39,FW
3,1,0,96,48.24,43,43.88,51,57.95,15,1,67.79,139,46.8,1358,30,17,42,21,0,0,0,0,19,4,0,0,0,0,91,1,261,14,12,21.82,22,47.83,13,14,10,1,34,15,11,8.82,0,7,,0,0,0,Michail Antonio,West Ham United,47772,37,FW
5,1,0,53,50,24,42.11,14,60.87,20,2,79.85,77,47.24,1185,20,13,25,28,0,0,0,0,21,0,0,0,0,0,157,2,313,13,0,0,1,25,11,12,8,7,32,13,8,15.63,1,4,,0,0,0,Danny Welbeck,Arsenal,33902,42,FW
4,4,0,61,34.46,135,44.26,21,48.84,15,6,60.85,196,40.66,1875,27,43,40,32,0,0,0,0,25,3,0,0,0,0,140,6,300,20,8,42.11,3,25,10,22,13,5,43,17,10,9.3,0,15,,1,0,0,Dominic Calvert-Lewin,Everton,372344,48,FW
7,2,0,24,35.29,40,35.71,3,50,8,0,68.44,64,35.56,1030,16,16,19,24,0,0,0,0,12,3,0,0,0,0,62,1,167,4,0,0,5,27.78,1,10,7,8,48,25,8,14.58,2,14,,0,0,0,Charlie Austin,Southampton,97905,45,FW
5,1,1,33,35.48,135,42.06,4,50,15,2,56.64,168,40.58,1841,17,24,28,29,0,0,0,0,25,3,0,0,0,0,174,4,307,26,1,14.29,10,43.48,5,20,8,5,36,15,9,13.89,0,16,,0,0,0,Troy Deeney,Watford,22109,24,FW
0,0,0,10,47.62,32,34.78,3,75,5,1,65.85,42,37.17,452,2,7,2,7,0,0,0,0,7,1,0,0,0,0,30,0,81,4,0,0,1,33.33,0,5,1,0,11,4,4,0,0,1,,0,0,0,Guido Carrillo,Southampton,174519,45,FW
6,3,0,49,40.5,67,42.14,9,50,12,3,72.29,116,41.43,1961,28,23,24,35,0,0,0,0,29,2,0,0,0,0,120,3,313,21,1,20,4,21.05,6,17,19,9,57,21,14,10.53,1,22,,0,0,0,Dwight Gayle,Newcastle United,232118,39,FW
8,0,0,61,33.7,21,20.79,17,39.53,9,2,70.66,82,29.08,1987,35,37,47,28,0,0,0,0,30,3,0,0,0,0,135,2,277,20,3,20,5,41.67,3,15,13,8,53,19,13,15.09,0,20,,0,0,1,Callum Wilson,Bournemouth,113956,60,FW
5,2,0,68,48.92,15,32.61,32,62.75,23,3,78.39,83,44.86,1987,13,20,22,32,0,0,0,0,29,3,0,0,0,0,206,4,410,21,6,26.09,4,25,16,25,12,3,52,16,14,9.62,0,14,,0,0,0,José Izquierdo,Brighton & Hove Albion,358162,30,FW
1,0,0,19,34.55,21,35.59,9,64.29,7,1,75.13,40,35.09,583,3,13,17,21,0,0,0,0,3,1,0,0,0,0,71,4,148,15,0,0,2,66.67,2,7,3,5,22,8,4,4.55,1,1,,0,0,0,Dominic Solanke,Liverpool,361420,44,FW
2,6,0,73,45.34,77,40.53,9,64.29,25,1,66.84,150,42.74,1578,40,34,30,30,0,0,0,0,20,8,0,0,0,0,126,2,264,22,4,19.05,5,83.33,12,29,20,5,33,13,6,6.06,0,14,,0,0,1,Shane Long,Southampton,10486,45,FW
2,2,0,25,47.17,44,42.72,10,76.92,5,0,62.98,69,44.23,704,11,7,16,15,0,0,0,0,7,1,0,0,0,0,41,0,131,4,0,0,3,75,2,15,4,2,20,7,5,10,0,2,,0,0,0,Wilfried Bony,Swansea City,39543,74,FW
6,6,0,95,51.35,145,47.7,11,42.31,48,2,57.17,240,49.08,2601,39,38,33,35,0,0,0,0,42,7,0,0,0,0,141,3,319,21,3,8.82,5,20.83,14,69,13,7,59,20,12,10.17,0,23,,0,1,0,Mame Biram Diouf,Stoke City,22481,29,FW
7,2,1,241,48.88,51,29.48,74,59.68,82,2,82.66,292,43.84,2856,87,63,105,36,0,0,0,0,43,6,0,0,0,0,231,1,691,16,5,11.11,18,54.55,24,17,39,6,66,21,26,10.61,4,8,,1,0,0,Jordan Ayew,Swansea City,103045,74,FW
1,0,0,30,44.12,0,0,15,62.5,10,1,77.4,30,38.96,616,5,5,15,13,0,0,0,0,15,2,0,0,0,0,35,0,113,9,4,30.77,3,60,0,3,10,1,13,5,4,7.69,0,1,,0,0,0,Jesé Rodríguez,Stoke City,110781,29,FW
3,5,0,91,48.4,46,31.72,21,72.41,35,4,78.66,137,41.14,1843,36,24,42,30,0,0,0,0,34,7,0,0,0,0,149,4,457,16,2,12.5,13,50,9,11,24,5,26,12,4,11.54,1,6,,0,0,0,André Ayew,Swansea City,27035,74,FW
3,0,0,21,38.89,11,40.74,7,53.85,7,0,66.41,32,39.51,468,7,8,12,16,0,0,0,0,8,2,0,0,0,0,41,3,87,6,6,22.22,6,50,1,0,7,2,17,6,5,17.65,0,4,,0,0,0,Bakary Sako,Crystal Palace,51455,7,FW
7,2,0,85,32.2,76,47.5,29,43.94,31,1,72.34,161,37.97,2823,29,43,61,37,0,0,0,0,36,5,0,0,0,0,211,3,510,21,3,10,20,44.44,19,37,42,4,69,25,16,10.14,2,18,,0,0,0,Jay Rodriguez,West Bromwich Albion,26989,8,FW
2,0,0,13,46.43,7,33.33,5,83.33,5,1,69.79,20,40.82,353,3,4,9,12,0,0,0,0,7,0,0,0,0,0,22,0,67,1,0,0,0,0,1,3,2,0,13,5,3,15.38,0,6,,0,0,0,Michy Batshuayi,Chelsea,147745,38,FW
6,1,0,41,29.93,127,46.86,12,46.15,14,1,57.05,168,41.18,1808,16,28,39,33,0,0,0,0,30,4,0,0,0,0,89,1,275,14,0,0,5,62.5,11,35,18,3,25,12,6,24,1,6,,0,0,0,Laurent Depoitre,Huddersfield Town,171235,59,FW
1,0,0,9,39.13,4,30.77,1,25,5,0,61.84,13,36.11,265,3,6,5,8,0,0,0,0,0,0,0,0,0,0,21,0,47,3,0,0,1,33.33,2,1,0,1,8,5,1,12.5,0,3,,0,0,0,Danny Ings,Liverpool,130181,44,FW
5,0,0,64,40.25,39,40.21,27,57.45,10,1,67.67,103,40.23,1720,27,15,51,31,0,0,0,0,28,3,0,0,0,0,61,3,203,12,2,15.38,6,40,1,11,12,4,42,15,11,11.9,0,9,,0,0,0,Tammy Abraham,Swansea City,610766,74,FW
2,1,0,126,50.4,6,31.58,61,63.54,37,2,78.57,132,49.07,1213,28,27,41,26,0,0,0,0,16,8,0,0,0,0,175,2,418,21,8,20,13,40.63,6,6,23,1,30,6,14,6.67,0,2,,0,0,0,Sofiane Boufal,Southampton,257205,45,FW
5,2,0,16,28.07,14,28,6,50,3,0,70.85,30,28.04,1074,7,14,7,28,0,0,0,0,12,5,0,0,0,0,53,0,158,7,0,0,2,22.22,4,6,14,0,22,10,3,22.73,2,10,,0,0,0,Manolo Gabbiadini,Southampton,53816,45,FW
6,2,0,68,41.46,31,34.83,16,42.11,25,2,73.32,99,39.13,1328,28,20,30,27,0,0,0,0,16,3,0,0,0,0,114,2,283,15,0,0,7,53.85,8,5,24,5,28,16,5,21.43,0,9,,0,0,0,Shinji Okazaki,Leicester City,19303,31,FW
4,1,0,23,35.94,2,10,3,23.08,12,1,74.05,25,29.76,1083,8,12,16,24,0,0,0,0,16,5,0,0,0,0,51,1,97,13,0,0,1,50,4,0,8,3,27,15,4,14.81,3,9,,0,0,0,Jermain Defoe,Bournemouth,946,60,FW
2,0,0,26,38.81,67,43.23,7,41.18,7,2,62.39,93,41.89,848,13,10,16,16,0,0,0,0,7,1,0,0,0,0,35,0,146,3,0,0,2,66.67,2,12,8,2,17,7,4,11.76,1,7,,0,0,0,Tomer Hemed,Brighton & Hove Albion,18735,30,FW
1,0,0,8,47.06,6,40,2,50,1,0,72.22,14,43.75,89,5,3,3,6,0,0,0,0,0,0,0,0,0,0,18,0,39,3,0,0,0,0,0,2,1,1,4,2,1,25,0,1,,0,0,0,Aleksandar Mitrović,Newcastle United,192144,39,FW
1,0,0,4,44.44,1,8.33,0,0,1,1,70.59,5,23.81,223,3,2,1,6,0,0,0,0,8,0,0,0,0,0,11,0,36,1,1,33.33,5,83.33,1,0,1,0,6,1,2,16.67,0,2,,0,1,0,Jürgen Locadia,Brighton & Hove Albion,97409,30,FW
0,0,0,2,40,2,33.33,0,0,2,0,52.94,4,36.36,75,0,0,3,4,0,0,0,0,2,0,0,0,0,0,5,0,9,0,1,33.33,0,0,1,0,0,0,2,1,0,0,0,1,,0,0,0,Tyrese Campbell,Stoke City,826145,29,FW
